State,Account_Length,International_Plan,Number_Vmail_Messages,Total_Day_Charge,Total_Eve_Charge,Total_Night_Charge,Total_Intl_Charge,Customer_Service_Calls,Total_Charge,Churn
AL,25,0,0,45.03,23.9,7.47,2.27,1,78.67,1
DC,73,0,0,20.74,11.76,10.09,1.57,1,44.16,0
NY,148,0,0,35.43,14.82,13.98,3.02,1,67.25,0
AL,85,0,30,29.43,21.01,7.14,3.11,1,60.69,0
AR,145,0,0,38.11,26.77,8.23,4.35,1,77.46,1
UT,116,0,24,39.59,12.93,15.49,2.89,1,70.9,0
LA,69,0,37,26.35,12.1,6.47,1.59,1,46.51,0
MI,48,0,0,40.8,11.99,5.8,1.92,1,60.51,0
WV,100,0,0,28.22,20.07,6.04,2.94,1,57.27,0
MD,116,1,27,29.84,17.9,13.27,1.86,1,62.87,0
AK,86,0,0,25.64,25.15,11.12,3.38,1,65.29,0
NH,141,0,32,54.81,24.07,9.43,1.81,1,90.12,1
IA,89,0,35,29.65,16.72,5.73,3.19,1,55.29,0
MT,63,0,33,31.31,26.57,11.88,3.29,1,73.05,0
DC,68,1,39,24.14,20.54,13.59,3.05,1,61.32,0
CO,63,1,21,25.76,12.56,9.47,2.7,1,50.49,0
CO,131,0,23,29.04,20.12,13.25,3.43,1,65.84,0
MN,84,0,0,36.74,16.79,9.8,2.65,1,65.98,0
OK,155,0,30,10.47,21.68,10.17,3.35,1,45.67,0
ME,66,0,0,35.31,16.72,11.78,1.84,1,65.65,0
NE,64,0,0,37.26,14.2,7.26,2.7,1,61.42,0
NM,188,1,26,33.8,14.16,8.93,3.89,1,60.78,1
RI,103,1,0,43.5,11.98,13.9,3.27,1,72.65,1
WY,145,0,0,39.03,11.74,11.29,0.89,1,62.95,0
CT,77,0,0,37.71,14.11,9.46,3.56,1,64.84,0
MN,125,1,29,44.34,13.91,12.23,4.59,1,75.07,1
OK,160,0,0,28.29,26.95,7.22,2.7,1,65.16,0
IL,138,1,0,45.63,14.82,8.71,3.13,1,72.29,0
MA,145,0,0,29.89,23.32,10.2,3.35,1,66.76,0
VT,152,0,20,36.48,8.21,7.68,2.13,1,54.5,0
CT,162,0,0,8.36,12.23,9.14,3.27,1,33,0
MI,132,0,0,49.5,19.91,8.63,2.4,1,80.44,1
NE,124,0,0,32.52,22.23,8.2,2.7,1,65.65,0
NH,97,0,28,48.13,15.76,14.08,1.65,1,79.62,0
NH,119,0,19,30.28,18.09,10.18,2.7,1,61.25,0
MI,158,0,0,33.3,7.57,13.6,2.78,1,57.25,0
ND,50,0,0,50.2,10.83,7.51,2.59,1,71.13,0
NJ,156,0,27,32.69,16.99,10.99,4,1,64.67,0
MS,145,1,30,29.8,13.03,10.51,3,1,56.34,0
ID,109,0,0,31.3,17.99,10.93,2.67,1,62.89,0
AL,88,0,0,30.92,12.88,6.44,2.03,1,52.27,0
VA,21,0,0,37.94,18.4,9.66,3.35,1,69.35,0
CA,33,0,0,27.12,16.61,4.61,1.92,1,50.26,0
AL,95,0,0,39.08,17.2,7.71,3.83,1,67.82,0
IN,96,0,23,31.13,12.53,15.76,3.05,1,62.47,0
TN,88,0,0,30.86,15.9,9.91,2.84,1,59.51,0
VA,146,1,0,18.89,26.64,9.71,2.84,1,58.08,0
NV,121,0,44,19.72,12.76,11.11,3.24,1,46.83,0
WI,137,0,0,26.44,11.31,11.39,2.46,1,51.6,0
NE,67,0,31,29.78,16.93,9.89,3.56,1,60.16,0
WY,120,0,24,38.68,19.97,7.49,2.43,1,68.57,0
IA,79,0,17,28.54,20.71,9.54,2.46,1,61.25,0
MS,78,0,0,14.91,18.26,9.06,2.92,1,45.15,0
NC,129,0,0,9.3,21.77,7.95,3,1,42.02,0
MI,76,0,0,15.39,17.99,8.77,2.51,1,44.66,0
MN,30,0,0,9.18,15.24,11.12,2.75,1,38.29,0
LA,27,0,0,14.04,17.34,10.09,2.46,1,43.93,0
SD,114,0,25,21.93,24.65,7.97,3.13,1,57.68,0
CO,156,0,0,25.59,13,9.72,0.95,1,49.26,0
NH,146,0,0,19.65,18.16,9.83,2.89,1,50.53,0
WI,90,0,0,10.42,16.52,6.44,3.08,1,36.46,0
NM,147,1,0,31.25,14,5,2.73,1,52.98,0
MS,130,0,26,43.72,19.07,9.18,3.4,1,75.37,0
HI,99,0,0,21.18,12.44,7.62,2.84,1,44.08,0
WV,36,0,0,29.77,18.44,10.97,2.67,1,61.85,0
IN,189,0,0,37.38,12.18,5.88,3.16,1,58.6,0
SD,116,0,0,10.83,16.64,9.45,2.7,1,39.62,0
NH,161,0,0,29.48,18.16,6.37,3.11,1,57.12,0
IN,156,0,0,40.41,15.43,8.36,2.08,1,66.28,0
MN,90,0,0,24.21,10.73,12.34,1.24,1,48.52,0
NH,101,0,0,37.45,16.03,12.53,2.86,1,68.87,0
MN,95,0,0,25.36,22.16,9.05,2.19,1,58.76,0
AL,141,0,28,52.36,21.06,6.88,2,1,82.3,0
NH,105,0,20,31.77,21.79,15.06,2.4,1,71.02,0
SC,1,0,26,24.92,14.69,7.82,2.7,1,50.13,0
KS,107,0,0,44.29,8.7,5.84,2.65,1,61.48,0
NY,91,0,20,24.84,23.58,6.2,1.67,1,56.29,0
MA,123,0,0,35.6,20.18,10.76,2.65,1,69.19,0
UT,170,0,0,48.57,14.24,11.7,2.35,1,76.86,1
HI,135,0,0,32.45,13.72,10.44,2.27,1,58.88,0
CT,93,0,0,46.09,20.18,6.54,2.27,1,75.08,1
DE,103,0,34,23.6,12.07,8.27,3.19,1,47.13,0
SD,55,0,0,41.74,16.38,6.38,2.46,1,66.96,0
MS,78,0,0,18.46,17.84,10.02,2.13,1,48.45,1
CA,87,0,19,28.19,15.89,11.24,0,1,55.32,0
NM,127,1,0,43.61,18.88,7.05,3.51,1,73.05,0
CA,185,0,0,23.73,21.27,7.11,2.92,1,55.03,0
MN,132,0,0,20.66,21.51,8.81,2.89,1,53.87,0
CO,125,0,23,20.49,19.36,7.13,2.75,1,49.73,0
SC,124,0,0,27.35,12.26,5.42,3.48,1,48.51,0
UT,97,0,0,35.56,0,7.89,3.19,1,46.64,0
IL,98,1,0,26.93,26.06,6.49,0.57,1,60.05,0
HI,24,0,0,26.55,7.65,9.23,1.97,1,45.4,0
GA,117,1,0,48.86,22.07,6.89,2.7,1,80.52,1
ND,145,0,0,41.79,24.37,10.83,2.43,1,79.42,1
KY,56,1,0,30.21,18.33,10.65,2.84,1,62.03,0
WV,62,0,0,21.88,14.41,8.71,2.78,1,47.78,0
MI,55,0,20,35.31,16.97,9.74,1.97,1,63.99,0
NY,125,0,0,39.66,17.83,9.48,2.46,1,69.43,0
SD,105,0,0,42.77,14.88,8.3,1.46,1,67.41,0
WV,177,0,0,38.73,13.75,9.76,2.16,1,64.4,0
CT,160,0,0,39.93,23.02,9.87,3.75,1,76.57,1
ND,90,0,22,21.17,19.69,10,1.73,1,52.59,0
AR,122,1,0,24.87,18.59,10.62,3.11,1,57.19,0
UT,83,0,0,35.51,18.26,11.16,3.51,1,68.44,0
NY,46,0,0,20.77,14.21,8.77,2.62,1,46.37,0
KS,73,0,0,33.12,14.21,4.51,2.92,1,54.76,0
ID,47,0,28,29.39,11.7,9.17,2.24,1,52.5,0
OR,161,0,0,33.42,14.47,8.74,3.38,1,60.01,0
KY,76,0,0,34.68,19.13,10.81,2.59,1,67.21,0
IL,117,0,0,20.23,15.94,8.52,3.11,1,47.8,0
WV,95,0,0,22.85,12.95,10.64,2.54,1,48.98,0
MO,110,0,0,30.35,12.49,9.77,2.67,1,55.28,0
NY,91,0,0,18.67,16.12,9.3,3,1,47.09,0
ND,127,0,23,30.94,18.37,7.06,2.65,1,59.02,0
OR,101,0,0,20.16,16.97,2.4,3.11,1,42.64,0
NV,129,0,0,25.5,19.75,11.75,3.38,1,60.38,0
WV,173,0,0,18.6,8.61,7.53,2.11,1,36.85,0
KY,135,0,0,24.5,21.23,9.51,3.67,1,58.91,0
NJ,75,0,42,42.31,14.52,4.7,3.02,1,64.55,0
MD,176,0,0,34.32,13.15,7.4,2.43,1,57.3,0
NM,105,0,0,24.89,19.13,10.35,2.3,1,56.67,0
MI,110,0,0,3.21,21.96,4.93,4,1,34.1,0
MS,115,0,0,28.31,20.08,9.25,4.21,1,61.85,0
SD,119,0,0,16.01,22.45,9.17,1.97,1,49.6,0
CT,63,0,25,32.3,9.91,6.37,3.29,1,51.87,0
IN,148,0,26,26.98,13.64,9.82,2.67,1,53.11,0
NV,110,0,34,32.69,10.99,6.13,1.7,1,51.51,0
WV,113,0,0,12.33,17.34,5.31,1.78,1,36.76,0
AL,107,0,0,14.76,9.19,9.19,3.56,1,36.7,0
AK,100,0,29,36.31,14.95,9.32,2.4,1,62.98,0
VA,117,0,0,16.51,19.38,10.8,2.86,1,49.55,0
MN,91,0,0,22.75,13.5,8.53,2.84,1,47.62,0
AL,181,0,27,32.35,21.17,9.71,2.86,1,66.09,0
AZ,107,0,32,22.81,18.01,7.54,2.21,1,50.57,0
DC,119,0,26,22.44,14.73,9.16,3.13,1,49.46,0
GA,73,0,0,26.79,16.86,16.42,2.46,1,62.53,0
NY,31,0,28,29.21,20.46,11.05,2.86,1,63.58,0
PA,129,0,32,35.87,13.18,10.57,3.08,1,62.7,0
OK,149,0,0,31.89,17.12,11.89,2.38,1,63.28,0
ND,131,0,33,30.11,16.49,11.4,1.4,1,59.4,0
GA,98,0,0,28.88,11.76,6.42,2.3,1,49.36,0
MA,93,0,31,40.32,18.11,8.67,2.89,1,69.99,0
MS,143,0,0,26.42,24.73,10.28,3.75,1,65.18,0
SC,41,0,0,35.22,18.2,8.69,3.21,1,65.32,0
MI,52,0,0,34.75,23.22,8.08,2.97,1,69.02,0
WI,91,0,44,36.82,14.71,10.89,2.46,1,64.88,0
NH,152,0,0,38.78,11.59,8.88,2.43,1,61.68,0
TX,201,0,0,38.4,25.42,11.31,3.02,1,78.15,1
NH,100,0,0,37.2,12.61,12.5,2.62,1,64.93,0
UT,110,0,0,32.74,15.21,9.66,2.54,1,60.15,0
AL,91,1,0,25.81,8.81,7.03,3.29,1,44.94,0
ND,148,1,0,37.18,13.23,12.48,2.21,1,65.1,0
OR,124,0,0,28.78,15.18,10.9,3.29,1,58.15,0
CT,100,1,0,18.22,7.38,7.03,2.62,1,35.25,0
MN,59,0,32,36.02,17.25,9.61,2.38,1,65.26,0
MS,111,0,0,50.1,25.04,11.7,2.92,1,89.76,1
WA,143,0,0,22.68,19.03,8.12,2.75,1,52.58,0
TN,93,1,0,28.63,23.46,8.83,3.08,1,64,0
WI,93,0,0,25.86,18.32,11.81,3.24,1,59.23,0
WV,23,0,31,26.62,13.73,13.26,2.54,1,56.15,0
KS,164,0,30,40.6,19.55,9.28,3.56,1,72.99,0
DE,75,0,28,34.1,13.95,7.63,0.68,1,56.36,0
MI,142,1,0,23.94,19.43,6.88,2.94,1,53.19,0
SD,34,0,0,30.7,23.83,13.16,1.35,1,69.04,0
AK,177,1,0,42.28,14.65,8.64,3.05,1,68.62,1
IL,57,0,30,30.46,24.07,10.26,3.97,1,68.76,0
NC,127,0,0,22.93,18.83,5.12,4.05,1,50.93,0
OR,61,0,0,39.81,18.42,5.88,3.75,1,67.86,0
VT,131,0,0,29.77,14.61,5.9,1.97,1,52.25,0
SD,88,0,0,24.17,22.3,6.26,2.73,1,55.46,0
MN,115,0,0,34.03,20.82,8.59,2.38,1,65.82,0
WV,117,1,0,33.73,21.21,7.33,2.84,1,65.11,0
IN,65,0,0,35.31,18.49,5.65,2.16,1,61.61,0
OR,142,0,22,38.15,12.41,10.86,2.38,1,63.8,0
UT,100,0,0,31.45,15.51,12.37,1.38,1,60.71,0
SC,78,0,0,18.62,24.32,11.14,1.32,1,55.4,0
TN,39,0,0,31.82,9.75,4.71,3.56,1,49.84,0
MI,119,1,22,29.26,19.01,6.75,3.75,1,58.77,1
MO,116,0,0,8.69,17.73,8.91,3.32,1,38.65,0
TN,110,0,0,38.71,14.45,5.79,3.16,1,62.11,0
CT,74,0,0,34.65,17.43,6.97,2.43,1,61.48,0
ME,148,0,33,41.09,14.09,7.23,3.05,1,65.46,0
MD,83,0,0,13.28,20.34,6.5,3.32,1,43.44,0
SC,111,0,21,21.61,19.41,7.5,1.92,1,50.44,0
LA,75,1,0,26.04,17.92,6.91,2.11,1,52.98,0
IA,45,0,0,35.92,14.08,11.97,3.59,1,65.56,0
ID,127,0,0,17.48,12.21,8.61,2.7,1,41,0
MO,89,0,0,30.38,19.86,5.94,2.46,1,58.64,0
SD,163,1,0,33.52,16.02,9.5,2.11,1,61.15,0
OH,96,0,0,18.12,24.21,8.05,4.02,1,54.4,0
SC,111,0,0,18.77,11.67,8.53,2.08,2,41.05,0
VA,10,0,0,31.64,16.17,12.73,3.08,2,63.62,0
MN,74,0,33,32.93,20.92,6.21,3.94,2,64,0
MN,46,0,0,36.4,13.97,7.99,2.21,2,60.57,0
ID,77,0,0,42.81,17.48,12.38,2.65,2,75.32,1
MI,36,0,29,47.84,17.19,8.42,2.43,2,75.88,0
ID,97,0,0,40.77,18.26,6.45,2.35,2,67.83,0
NH,64,0,27,30.96,14.42,7.41,2.86,2,55.65,0
MI,127,0,0,34.36,19.5,8.78,3.11,2,65.75,0
AZ,93,0,0,46.17,19.5,3.48,2.94,2,72.09,0
TX,208,0,0,55.51,14.99,8.18,2.89,2,81.57,1
IN,122,0,0,41.45,7.13,8.09,3.7,2,60.37,0
NM,119,0,23,26.18,23.63,10.28,3.19,2,63.28,0
NC,155,0,0,44.61,16.54,6.59,2.24,2,69.98,0
SD,144,0,48,32.27,10.49,9.64,1.76,2,54.16,1
MT,143,0,0,29.29,14.79,8.47,3.51,2,56.06,0
MN,81,0,0,33.73,17.93,8.7,2.81,2,63.17,0
SD,145,0,24,25.08,14.93,11.34,4.21,2,55.56,0
OR,77,0,0,39.75,22.65,9.57,2.05,2,74.02,0
MS,64,1,0,40.15,18.58,8.73,3.56,2,71.02,1
MS,77,0,0,39.1,8.77,13.93,3.05,2,64.85,0
NV,64,0,0,16.52,15.83,8.5,2.81,2,43.66,0
MI,81,0,0,26.1,16.8,8.93,1.7,2,53.53,0
AZ,60,0,0,16.69,15.34,10.06,2.51,2,44.6,0
RI,129,0,33,20.33,23.69,11.85,1.59,2,57.46,0
OK,52,0,0,36.5,13.48,5.55,2.54,2,58.07,0
WI,69,1,0,47.57,21.14,7.69,2.27,2,78.67,1
NY,157,0,0,38.17,17.06,5.25,3.11,2,63.59,0
AZ,75,0,37,20.66,23.07,11.19,3.05,2,57.97,0
WV,44,0,0,38.78,23.5,12.59,2.67,2,77.54,1
NY,39,0,0,27.27,8.72,10.59,2.46,2,49.04,0
WA,166,1,35,21.79,23.33,13.45,2.38,2,60.95,0
ME,105,0,33,35.63,12.49,5.44,2.86,2,56.42,0
ND,88,0,0,27.46,14.75,9.28,2.13,2,53.62,0
CT,3,0,36,20.08,18.83,4.68,3.21,2,46.8,0
KS,88,0,0,32.27,16.77,10.55,4.02,2,63.61,0
ID,83,1,32,16.1,13.12,9.02,2.86,2,41.1,0
VA,158,0,0,37.88,17.26,9.48,1.86,2,66.48,0
MS,86,0,39,44.4,18.21,6.97,3.43,2,73.01,0
TX,90,0,0,18.63,11.7,7.19,2.97,2,40.49,0
LA,108,0,30,47.02,18.71,8.01,2.65,2,76.39,0
ND,167,1,0,37.25,20.65,7.6,2.73,2,68.23,0
VT,38,0,0,23.43,24.34,7.52,3.81,2,59.1,0
SC,87,0,0,54.83,17.39,8.38,2.54,2,83.14,1
MO,120,0,24,36.16,21.89,10.25,2.62,2,70.92,0
NE,127,1,0,30.75,17.81,11.25,2,2,61.81,0
MO,167,1,0,41.62,5.17,7.95,2.89,2,57.63,0
DC,76,0,0,38.15,12.57,8.27,1.81,2,60.8,0
IA,63,0,0,26.1,24.42,10.36,1.76,2,62.64,0
AK,132,0,39,29.87,15.91,10.15,2.32,2,58.25,0
CA,158,0,0,26.5,19.06,9.95,2.32,2,57.83,0
AR,77,0,23,35.65,15.61,9.25,1.92,2,62.43,0
NJ,48,0,22,25.84,22,11.84,4.24,2,63.92,1
MI,50,0,35,32.74,11.49,9.73,2.13,2,56.09,0
MS,116,0,0,36.94,18.37,6.66,3.05,2,65.02,0
ND,12,1,0,36.84,9.9,9.9,2.65,2,59.29,0
DE,131,0,0,16.05,18.28,8.09,3.54,2,45.96,0
VT,119,0,0,32.37,18.33,7.25,2.7,2,60.65,0
NH,155,0,0,36.84,12.27,6.09,2.92,2,58.12,0
MD,37,1,0,18.12,12.53,10.61,2.59,2,43.85,0
WA,13,0,25,30.02,14.68,4.7,3.05,2,52.45,0
TX,64,0,0,28.56,16.35,7.49,2.73,2,55.13,0
NH,55,0,20,32.18,10.08,11.26,3.38,2,56.9,0
UT,49,0,0,45.27,17.66,9.23,3.78,2,75.94,1
LA,89,0,0,23.99,21.17,6.12,2.92,2,54.2,0
ID,193,0,0,16.46,12.12,9.45,2.94,2,40.97,1
NM,55,0,0,20.35,19.7,10,1.24,2,51.29,0
VA,86,0,30,16.98,22.4,11.46,2.65,2,53.49,0
LA,111,0,28,21.9,13.37,6.63,2.78,2,44.68,0
WA,104,0,0,23.75,17.22,9.16,3.05,2,53.18,0
CA,93,0,19,23.26,15.26,3.2,3.38,2,45.1,0
SD,75,0,0,25.08,16.29,6.08,4.43,2,51.88,0
MA,80,0,0,25.26,17.92,9.17,2.7,2,55.05,0
IL,90,0,29,31.55,18.67,6.84,3,2,60.06,0
MS,155,0,0,27.71,17.33,7.15,4.08,2,56.27,0
KY,88,0,0,25.19,26.24,10.59,1.73,2,63.75,0
GA,107,0,0,33.07,15.84,8.02,3.43,2,60.36,0
CT,163,0,40,39.42,18,12.08,3.32,2,72.82,0
OR,95,0,0,45.73,19.86,8.07,1.97,2,75.63,1
MA,34,0,0,49.93,23.16,8.02,2.97,2,84.08,1
DE,96,0,26,29.89,17.56,8.01,3,2,58.46,0
OH,146,0,0,28.82,19.63,12.14,2.43,2,63.02,0
MN,99,0,0,21.9,17.33,12.72,3.81,2,55.76,0
NJ,80,0,0,45.68,25.59,7.52,1.57,2,80.36,1
NJ,125,0,0,30.99,11.88,7.72,3.13,2,53.72,0
ND,118,0,39,15.56,18.69,10.31,3.43,2,47.99,0
KY,125,0,0,32.57,17.48,9.46,2.48,2,61.99,0
OH,127,0,0,23.73,20.48,5.72,2.38,2,52.31,0
OR,87,0,22,40.94,6.45,10.11,1.92,2,59.42,0
TX,119,0,0,13.92,21.57,9.59,2.4,2,47.48,1
ND,124,0,0,25.55,21.75,6.15,3.38,2,56.83,0
MT,124,0,30,24.57,22.3,10.19,3.24,2,60.3,0
SC,159,0,23,26.11,18.44,7.26,3.4,2,55.21,0
ND,68,0,0,37.33,11.99,9.26,2.92,2,61.5,0
NY,78,0,0,25.99,21.81,7.81,1.43,2,57.04,0
WA,110,0,0,41,14.82,11.04,2.3,2,69.16,0
WV,127,0,0,38.13,15.78,7.17,2.7,2,63.78,0
RI,65,0,29,36.64,13.76,5.77,2.38,2,58.55,0
MS,29,0,0,53.24,18.39,9.83,3.46,2,84.92,1
VA,121,0,0,22.8,16.58,7.18,2.84,2,49.4,0
PA,104,0,0,24.57,15.34,10.17,4.59,2,54.67,0
AL,149,0,20,44.95,18.67,9.02,3.05,2,75.69,0
MT,102,0,0,46.44,17.94,9.17,3.54,2,77.09,1
WY,127,1,0,42.08,9.22,10.44,2.86,2,64.6,0
CA,37,0,0,40.78,22.24,9.32,2.4,2,74.74,1
KY,38,0,36,19.62,14.13,8.31,4.1,2,46.16,0
ID,92,0,0,33.52,20.6,8.64,2.97,2,65.73,0
NE,92,0,0,30.84,13.98,7.69,2.94,2,55.45,0
WY,146,0,11,30.72,14.76,10.42,2.73,2,58.63,0
LA,53,0,0,24.67,19.86,9.39,2.13,2,56.05,0
MO,15,0,0,22.98,12.96,10.12,2.27,2,48.33,0
WA,82,0,0,45.08,15.19,7.86,2.89,2,71.02,0
RI,125,0,0,19.21,14.38,7.05,2.48,2,43.12,1
MA,90,0,0,26.84,19.89,9.45,3.29,2,59.47,0
NC,190,0,0,30.97,18.05,10.49,2.51,2,62.02,0
KY,58,0,0,42.02,25.81,4.74,2.51,2,75.08,1
ND,120,0,0,30.12,22.98,10.42,3.78,2,67.3,0
NE,147,0,38,41.38,23.27,12.73,3.81,2,81.19,0
TX,90,0,27,26.64,20.1,5.54,3.4,2,55.68,0
HI,105,0,0,21.32,22.23,10.87,3.08,2,57.5,0
DC,102,0,0,31.76,14.76,11.29,2.62,2,60.43,0
NH,116,0,24,31.21,17.32,7.51,1.62,2,57.66,0
NJ,182,0,0,47.45,15.34,9.79,2.57,2,75.15,1
DE,90,0,0,33.75,22.66,10.95,2.16,2,69.52,0
AL,117,0,0,26.98,15.44,7.98,2.08,2,52.48,0
NH,84,0,30,18.11,19.18,8.49,1.54,2,47.32,0
NJ,134,0,34,42.02,19.17,8.38,1.65,2,71.22,1
AZ,82,0,33,23.43,20.02,12.06,2.97,2,58.48,0
NM,178,0,35,29.82,16.15,6.24,2.84,2,55.05,0
SC,112,0,0,45.22,18.24,13.78,3.83,2,81.07,1
NM,81,0,0,29.44,20.08,10.81,3.19,2,63.52,0
NJ,35,0,0,26.96,11.08,10.34,1.86,2,50.24,0
OK,104,0,0,19.31,13.48,8.45,2.84,2,44.08,0
OH,162,0,0,22.98,20.57,11.11,2.75,2,57.41,0
MN,155,1,0,42.64,12.96,6.66,2.7,2,64.96,0
NV,116,0,0,18.85,18.14,8.38,2.13,2,47.5,0
MI,108,1,0,19.57,17.96,6.12,3.73,2,47.38,1
AZ,88,0,0,29.38,16.44,4.03,3.46,2,53.31,0
IL,131,0,0,44.78,12.91,9.83,2.89,2,70.41,0
OR,113,0,0,27.17,17.86,7.88,3.54,2,56.45,0
MT,34,0,14,25.76,21.14,8.99,2.89,2,58.78,0
IL,123,0,0,19.52,12.75,12.09,2.59,2,46.95,0
KY,95,0,0,26.74,16.79,5.77,2.27,2,51.57,0
KY,79,0,0,40.26,15.84,5.71,2.81,2,64.62,0
NC,110,0,0,27.12,17.2,11.52,4.51,2,60.35,0
WY,148,0,0,41.31,16.3,5.3,3.62,2,66.53,0
WA,84,0,0,49.15,19.87,10.06,3.43,2,82.51,1
MD,133,0,0,50.15,19.01,10.32,3.48,2,82.96,1
WI,87,0,0,40.46,13.98,12.71,2.86,2,70.01,0
WI,114,0,26,23.31,13.23,11.14,3.11,2,50.79,0
CT,184,1,0,36.35,13.57,6.26,1.35,2,57.53,0
OH,84,1,0,50.9,5.26,8.86,1.78,2,66.8,0
IL,142,0,0,14.42,11.62,11.27,3.83,2,41.14,0
AR,34,0,0,21.22,23.99,14.02,2.7,2,61.93,0
OR,59,0,28,20.55,18.11,7.34,2.3,2,48.3,0
DE,142,0,0,31.79,11.44,10.9,2,2,56.13,0
UT,96,0,0,27.23,22.74,10.28,2.51,2,62.76,0
CA,116,0,34,45.66,15.15,7.48,3.13,2,71.42,0
NC,38,0,0,22.3,13.85,7.15,2.21,2,45.51,0
WA,40,0,41,25.18,14.41,9.63,1.67,2,50.89,0
TX,106,0,0,35.8,21.18,8.61,3.35,2,68.94,1
KY,74,0,35,26.2,10.49,9.09,2.94,2,48.72,0
MA,103,0,0,31.45,18.98,10.03,3.4,2,63.86,0
MO,112,0,36,19.33,13.39,7.99,2.7,2,43.41,0
NV,130,0,0,26.21,9.37,10.23,2.48,2,48.29,0
TX,92,0,0,15.59,16.46,7.88,2.48,2,42.41,0
NV,113,0,23,34.85,12.92,7.14,2.75,2,57.66,0
VT,117,1,0,28.41,15.09,11.22,3.81,2,58.53,1
RI,145,0,43,43.81,13.78,12.91,3,2,73.5,0
DE,92,0,33,41.33,18.17,10.29,3.27,2,73.06,0
NE,94,0,0,42.94,14.37,7.69,3,2,68,0
NY,67,0,36,19.65,20.2,7.65,2.67,2,50.17,0
NH,19,0,0,31.64,21.62,9.63,3.94,2,66.83,0
KY,80,0,0,35.68,16.58,9.37,2.38,2,64.01,0
DE,62,0,0,30.99,27.9,11.03,3.02,2,72.94,0
MI,105,0,0,23.9,15.18,9.76,1.84,2,50.68,0
FL,70,1,0,38.54,19.39,3.29,4.75,2,65.97,1
ME,35,0,0,25.38,20.59,7.84,2.4,2,56.21,0
OK,88,0,0,11.12,14.3,10.62,3.73,2,39.77,0
IA,126,0,27,31.65,16.12,3.44,2.59,2,53.8,0
SD,110,0,40,34.44,10.1,10.57,2.43,2,57.54,0
NV,137,1,0,22.97,11.4,10.04,3.32,2,47.73,1
MA,118,1,0,27.2,14.91,8.32,2.67,2,53.1,0
AL,131,0,25,32.76,19.2,11.44,2.94,2,66.34,0
MI,137,0,0,35.09,10.88,8.75,2.38,2,57.1,0
KS,137,0,0,35,17.79,13.05,3.92,2,69.76,0
DC,74,0,0,14.57,21.05,6.41,2.73,2,44.76,0
MD,67,0,0,29.19,9.38,8.79,3.21,2,50.57,0
MO,196,0,0,39.78,21.21,7.79,2.46,2,71.24,0
GA,103,0,28,20.57,22.98,7.22,2.08,2,52.85,0
SD,128,1,32,38,16.05,6.97,2.54,2,63.56,1
WA,55,0,0,33,15.01,13.63,1.89,2,63.53,0
IN,98,0,21,10.98,14.97,11.02,0,2,36.97,0
AK,117,0,0,30.86,17.43,9.18,3.97,2,61.44,0
NM,122,0,23,22.81,19.32,5.51,2.3,2,49.94,0
NM,56,0,0,33.49,18.94,10.14,2.86,2,65.43,0
NY,32,0,0,28.02,19.54,7.53,4,2,59.09,0
AZ,90,0,0,30.46,17.91,12.46,2.48,2,63.31,0
DC,138,0,0,28.99,10.05,8.46,3.02,2,50.52,0
KS,127,0,0,37.57,13.66,10.49,1.84,2,63.56,0
OH,84,0,0,27.12,21,8.46,1.94,2,58.52,0
PA,112,0,0,36.91,17.44,8.36,2.54,2,65.25,0
TX,145,0,0,31.94,16.75,7.52,1.3,2,57.51,0
OR,25,0,0,30.4,12,9.14,2.27,2,53.81,0
DE,113,0,0,40.75,24.05,10.73,2.35,2,77.88,1
NV,115,0,0,31.3,27.8,9.56,2.03,2,70.69,0
NM,141,0,28,35.17,22.47,7.73,2.51,2,67.88,0
OR,49,0,0,20.3,23.23,9.65,3.35,2,56.53,0
KS,46,0,0,42.55,22.15,8.78,3.59,2,77.07,1
SC,78,0,0,26.35,14.9,7,3.19,2,51.44,0
WI,85,1,0,28.12,16.66,15.71,2.59,2,63.08,0
NM,55,0,0,48.74,11.42,8.68,1.86,2,70.7,0
KY,54,0,0,27.17,22.44,5.21,2.62,2,57.44,0
AL,41,0,34,33.05,21.67,7.21,4.64,2,66.57,0
ID,99,0,0,32.37,13.44,12.22,3.02,2,61.05,0
GA,117,0,0,25.48,21.77,9.57,3.59,2,60.41,0
ME,92,1,0,22.22,22.15,10.99,2.54,2,57.9,1
FL,161,1,0,26.54,15.33,8.08,3,2,52.95,0
CA,93,0,36,30.38,15.18,5.71,2.16,2,53.43,0
AL,144,0,0,30.18,24.43,8.12,3.21,2,65.94,0
OH,136,0,31,24.33,20.11,10.25,3.08,2,57.77,0
VA,62,0,0,29.38,17.41,10.84,2.46,2,60.09,0
MS,96,0,0,16.69,26.11,8.21,2.05,2,53.06,0
MO,61,0,0,7.65,12.86,6.88,2.65,2,30.04,0
OK,176,0,0,8.06,14.26,7.34,2.84,2,32.5,0
ID,46,0,0,21.22,13.37,8.97,2.32,2,45.88,0
NY,47,0,37,27.8,17.26,10.44,2.11,2,57.61,0
AL,77,0,0,27.71,18.62,10.5,1.81,2,58.64,0
OR,98,0,38,36.33,21.51,9.35,2.89,2,70.08,0
NY,59,0,0,18.33,18.41,9.79,2.67,2,49.2,0
UT,61,1,0,13.29,16.65,4.86,2.73,2,37.53,0
NM,65,0,0,25.28,22.02,6.73,3.43,2,57.46,0
